Order ID,Order Date,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,Quantity,Order Status,Shipment Status,Ship Date,Product Name
403-7630429-1557915,2025-08-18T09:32:46Z,356.25,42.75,0,-7.98',396.02,356.25,42.75,1,Closed,Shipped,2025-08-19T05:46:20.949Z,"REXERA Travel UV Mini Folding Compact Umbrella with Case, Manual Open 6 Ribs Lightweight Portable, Small Sun & Rain Pocket Umbrella for Girls and Women- Use in Rain & Summer (Black)"
403-8546936-3259545,2025-08-18T09:29:37Z,263.17,0,0,0,263.17,263.17,0,1,Closed,Shipped,2025-08-18T09:31:01.778Z,Amazon Pay balance: Credits
403-7897469-4883529,2025-08-18T09:27:37.049Z,263.17,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Amazon Pay balance: Credits
406-0024735-6813936,2025-08-17T06:59:12Z,189.52,9.48,0,0,201,780.94,39.06,1,Closed,Shipped,2025-08-17T16:42:20.513Z,"MYHERB 100% Natural Organic Amla Indian Gooseberry Powder (Dry), For Skin & Hair Care Food Grade, For Men & Women (227 Gm/0.5 Lbs)"
406-5866924-7126700,2025-08-17T06:59:12Z,208.57,10.43,0,0,221.1,208.57,10.43,1,Closed,Shipped,2025-08-17T16:42:24.917Z,"MYHERB Organic Moringa Powder | 227 gm/0.5 Lbs | Ayurvedic Support For Holistic Wellness | Herbal Supplement | Rich In Antioxidants |Good For Digestion, Energy, Immunity, Weight Loss For Men And Women"
406-0024735-6813936,2025-08-17T06:59:12Z,145.71,7.29,0,-4.59',149.91,780.94,39.06,1,Closed,Shipped,2025-08-17T16:42:20.513Z,"MYHERB Natural 100% Pure Organic Double Filtered Aritha/Reetha (Sapindus Trifoliatus) Powder || 227 Gm/0.5 Lbs || Ayurvedic Formula || For Face,Skin & Hair Care"
406-0024735-6813936,2025-08-17T06:59:12Z,237.14,11.86,0,-7.47',243.83,780.94,39.06,1,Closed,Shipped,2025-08-17T16:42:20.513Z,MYHERB 100% Natural Organic Hibiscus Powder (Hibiscus rosa-sinensis) || 227 Gm/0.5 Lbs || For Hair Improvement & Hair Growth || Skin Mask || For Men & Women
406-0024735-6813936,2025-08-17T06:59:12Z,208.57,10.43,0,-6.57',214.53,780.94,39.06,1,Closed,Shipped,2025-08-17T16:42:20.513Z,MYHERB Pure Natural 100% Organic Shikakai(Acacia Concinna) Powder For Hair Pack || 227 Gm/0.5 Lbs || Excellent Hair Conditioner & Cleanser||For Hair Pack||-For Men & Women
403-6120419-4713109,2025-08-16T03:58:15Z,"1,481.36",266.64,0,0,"1,753","1,481.36",266.64,1,Closed,Shipped,2025-08-17T18:14:43.896Z,"Milton Stellar 10 Thermosteel Water Jug, 9.3 litres, Steelplain"
403-1334736-2063518,2025-08-13T06:57:38Z,173.73,31.27,0,0,210,173.73,31.27,1,Closed,Shipped,2025-08-13T18:30:30.121Z,"Atom 10Kg Kitchen Weight Machine 6 Months Warranty, Digital Scale with LCD Display, Scale for Home Baking, Cooking & Balance Diet. Weighing Machine with capacity 10Kg, SF400/A121,Color May Vary"
406-1928269-4097923,2025-08-12T14:27:16Z,211.02,37.98,0,0,256,211.02,37.98,1,Closed,Shipped,2025-08-13T05:44:17.727Z,Autofy Universal Bike Cover UV Protection & Dustproof Bike Body Cover for Two Wheeler Bike Scooter Scooty Activa with Carry Bag
406-8603936-1597148,2025-08-12T14:03:47Z,249,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Spartan Shield Digital Meter Screen Guard For NEW 2025 KTM 390 ENDURO R || 5 INCH COLOR TFT Instrument Display Protector || Water Resistant || Ktm390 EnduroR Bike Accessories [Not Tempered Glass]
406-8235805-6858750,2025-08-10T14:42:12.594Z,356,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,WONDERLAND FOODS (DEVICE) 200g American California Roasted & Salted Pistachios 18-20 Size (Pista) Jar
403-7442754-4317167,2025-08-10T14:22:29Z,677.12,121.88,0,0,804,677.12,121.88,1,Closed,Shipped,2025-08-10T19:54:37.259Z,Prestige 1.7 Litres Electric Kettle(PKGSS 1.7)|1350 Watts |Silver and Black | 1.7 Litres | Stainless Steel| Automatic Cut-off | Wide Mouth | Power Indicator | Single-Touch Lid Locking
408-3131698-5317129,2025-08-09T20:04:17.694Z,409,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Kellogg's Muesli Nuts Delight 1000G | 12-In-1 Power Breakfast | India's No. 1 Muesli | Multigrain Breakfast Cereal|Almond
403-2938370-6393913,2025-08-09T18:06:41Z,389.52,19.48,0,0,414,389.52,19.48,1,Closed,Shipped,2025-08-10T19:54:43.201Z,"Tata Tea Gold 1kg, Premium Assam Teas With Gently Rolled Aromatic Long Loose Leaves, Rich & Aromatic Chai, Black Tea"
403-7515604-5493927,2025-08-09T06:03:03.897Z,448,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Whisper Ultra Softs Air Fresh Sanitary Pads for Women, XL 50 Napkins"
404-1351831-5958741,2025-08-09T03:49:33.904Z,247,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Biotique Bio Sandalwood Sunscreen Ultra Soothing Face Lotion, SPF 50+ |Ultra Protective Lotion| Keeps Skin Soft, Fair and Moisturized| Water Resistant| For All Skin Types| 120ml"
402-5527397-9553159,2025-08-08T23:05:19.770Z,205,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Scotch-Brite Multi-purpose , Easy to use kitchen cleaning Sponge Wipe (3 -Pieces)"
406-2796140-1684346,2025-08-08T12:47:36.856Z,480,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Nuts About You Premium ALMONDS, 500 g | New Crop | Premium | 100% Natural | Badam | Fresh & Crisp |"
403-3385373-3577936,2025-07-31T02:27:46Z,189.83,34.17,0,-11.2',219.8,189.83,34.17,1,Closed,Shipped,2025-07-31T21:27:37.109Z,"Nat Habit Ubtan Face Wash, Fresh Daily Tikta For Men & Women, Skin Brightening With Activated Wild Turmeric, Suitable For All Skin Types, Chemical & Sulphate Free, 100g"
403-9839580-7736320,2025-07-30T13:47:22Z,180,9,0,0,189,180,9,1,Closed,Shipped,2025-07-31T08:02:30.869Z,"Veentus Mini Hand Tally Counter Finger Ring Digital Electronic Head Count, Jap Counter Machine for Mantra Jap and Cricket Umpire and Various Counting Purpose Small (Color May Vary) (Pack of 2 PIS)"
403-4842362-1299533,2025-07-30T13:43:43Z,140.24,0,0,0,140.24,140.24,0,1,Closed,Shipped,2025-07-30T13:44:59.969Z,Amazon Pay balance: Credits
406-6324165-8940318,2025-07-30T04:30:17Z,397.46,71.54,0,-32.83',440.23,397.46,71.54,1,Closed,Shipped,2025-07-30T16:32:53.363Z,Beco Matic Top Load Liquid Detergent- 4 Litres (2L+2L) | Natural Formula for Tough Stain Removal | Lavender & Vanilla Freshness | No Chemical Formula-Retains Brightness & Shine | 100% Eco-Friendly
406-0783386-7933126,2025-07-30T04:30:17Z,266.1,47.9,0,0,316.94,266.1,47.9,1,Closed,Shipped,2025-08-01T05:17:16.826Z,"Vim Shudhham Cleaning Spray for Copper, Brass, 450ml"
403-8466840-8117162,2025-07-29T17:30:59Z,843.22,151.78,0,-19.9',975.1,843.22,151.78,1,Closed,Shipped,2025-08-01T19:11:55.779Z,"Storite 4 Pack Nylon 85 L Moisture Proof Multi-Purpose Underbed Storage Bag/Clothing Storage Organiser/Toy Storage/Stationery Paper Storage Bag with Zipper and Strong Handle (Black,57x36.8 x40.5 cm)"
406-7322718-7420324,2025-07-29T07:35:43Z,159,0,0,0,325,318,0,2,Closed,Shipped,2025-07-30T05:47:07.963Z,Gim Jack Galaxy Live Madhu Kamini Flower Highly Fragrant Flower Plant & Tree | Murraya Paniculata Flower Plant With Pot
403-0626182-0457908,2025-07-28T19:03:40Z,300,0,0,-6',299,300,0,1,Closed,Shipped,2025-07-29T05:50:13.866Z,NIINE Dry Comfort Ultra Thin XL+ Sanitary Napkins for Heavy Flow (Pack of 1)50 Pads|320mm Long| Suitable for Heavy Flow|Faster Absorption |Prevents Wetness & Leakage Free Biodegradable disposable bags
403-5761701-9384362,2025-07-28T18:56:20.249Z,300,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,NIINE Dry Comfort Ultra Thin XL+ Sanitary Napkins for Heavy Flow (Pack of 1)50 Pads|320mm Long| Suitable for Heavy Flow|Faster Absorption |Prevents Wetness & Leakage Free Biodegradable disposable bags
403-2963080-1993938,2025-07-28T16:17:23Z,398.3,71.7,0,-23.5',451.5,398.3,71.7,1,Closed,Shipped,2025-07-29T05:50:19.035Z,Ariel Liquid Detergent Front Load - 3.2L | Removes 7 day dried-in Stains in 1 wash inside Washing Machine | Now at Price of Powders | Amazing Fragrance | Protects Colours | Dissolves Faster
403-1256560-8952368,2025-07-27T19:10:22Z,483.8,24.2,0,0,513,483.8,24.2,1,Closed,Shipped,2025-07-28T06:14:36.060Z,"Amazon Brand - Vedaka Raisins | 1 Kg | Kismish | Premium Dried Grapes | Sweet Fruity Taste and Soft Chewy Texture | Natural Source of Antioxidants, Potassium & Fiber | Healthy Snack"
403-7844486-0995564,2025-07-27T16:38:06.163Z,508,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Amazon Brand - Vedaka Raisins | 1 Kg | Kismish | Premium Dried Grapes | Sweet Fruity Taste and Soft Chewy Texture | Natural Source of Antioxidants, Potassium & Fiber | Healthy Snack"
403-0925578-1895536,2025-07-25T07:29:18Z,979,0,0,0,979,979,0,1,Closed,Shipped,2025-07-25T07:29:48.691Z,Mobile Prepaid Recharge
403-0166905-3366765,2025-07-22T11:10:00Z,316.1,56.9,0,0,378,316.1,56.9,1,Closed,Shipped,2025-07-23T03:22:14.100Z,Rustic Art Organic Neem Basil Face Wash Concentrate | Acne Control & Oil Control | Deep Cleansing | Sulphate & Paraben Free | Natural | Men Women Teenagers | 50 g (Pack of 2)
403-7351878-2709129,2025-07-22T11:06:42.372Z,373,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Rustic Art Organic Neem Basil Face Wash Concentrate | Acne Control & Oil Control | Deep Cleansing | Sulphate & Paraben Free | Natural | Men Women Teenagers | 50 g (Pack of 2)
403-5876780-4153953,2025-07-20T18:54:26.891Z,359,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Happilo Premium 100% Natural inshell walnuts 500g | Large Size | Inshell Walnuts Akhrot | Delicious & Crunchy Walnuts | Rich in Protein, Iron & Antioxidants | Premium Akhrot | Rich in Omega-3 |"
403-3330059-4737922,2025-07-18T04:21:17Z,251.69,45.31,0,0,299.9,431.77,77.73,1,Closed,Shipped,2025-07-19T12:00:16.255Z,"Just Herbs Vitamin C Brightening Body Wash with Lime and Liquorice for Men & Women | Hydrates Skin, Reduces Hyperpigmentation & Maintains pH Level | Suits All Skin Types- 300 ml"
403-3330059-4737922,2025-07-18T04:21:17Z,180.08,32.42,0,0,214.6,431.77,77.73,1,Closed,Shipped,2025-07-19T12:00:16.255Z,Just Herbs Tea Tree Anti - Acne Body Wash with Plant Salicylic Acid for Men & Women 300 ml
403-0421378-5515562,2025-07-18T04:18:25.887Z,212.5,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Just Herbs Tea Tree Anti - Acne Body Wash with Plant Salicylic Acid for Men & Women 300 ml
403-0421378-5515562,2025-07-18T04:18:25.887Z,297,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Just Herbs Vitamin C Brightening Body Wash with Lime and Liquorice for Men & Women | Hydrates Skin, Reduces Hyperpigmentation & Maintains pH Level | Suits All Skin Types- 300 ml"
403-3963809-4058739,2025-07-18T04:18:25.887Z,0,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Foaming Cleanser 1.5 ml sachet
403-3711092-1635523,2025-07-18T04:08:44.979Z,304,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"Pears Naturale Detoxifying Aloevera Bodywash, With Olive Oil & Aloe Vera, Paraben Free, Soap Free, Eco Friendly, Dermatologically Tested, 750 ml"
406-0384326-3677903,2025-07-18T01:38:05Z,"22,276.79","2,673.21",0,-200',"24,765","22,276.79","2,673.21",1,Closed,Shipped,2025-07-19T17:57:29.220Z,Royal Enfield ADVENTURER XT RIDING JACKET | Superfabric: High abrasion resistance | Waterproof & Detachable Winter/Thermal liner | Level 2 Protectors: Shoulder & Elbow | Ventilation all over|TEAL 2XL
403-2715705-7728340,2025-07-16T15:05:32Z,451.43,22.57,0,-14.22',462.28,902.86,45.14,1,Closed,Shipped,2025-07-17T07:55:11.794Z,"BLINKIN Cotton Stribed Casual Style Pyjamas For Women|Lowers For Women With 2Side Pockets:Ideal For Night Wear&Comfort Wear-The Ultimate Relaxed Fit Track Pants For Women(L-Green|D-Green,Size_Medium)"
403-2715705-7728340,2025-07-16T15:05:32Z,451.43,22.57,0,-14.22',462.28,902.86,45.14,1,Closed,Shipped,2025-07-17T07:55:11.794Z,"BLINKIN Cotton Stribed Pyjamas for Women|Lowers for women With 2 Side Pockets : Ideal For Night Wear & Comfort wear - The Ultimate Relaxed Fit Track Pants For Women (Combo-608,Black|Maroon,Size_M)"
406-7884346-9816305,2025-07-16T10:34:43Z,138.1,6.9,0,0,152,138.1,6.9,1,Closed,Shipped,2025-07-18T08:18:35.065Z,Amazon Brand - Vedaka Cane Jaggery Powder | 1 Kg Jar
403-4543116-5947529,2025-07-13T13:43:06Z,253.39,45.61,0,-5.98',293.02,253.39,45.61,1,Closed,Shipped,2025-07-16T09:32:55.790Z,"Painting Mantra - White lilly Set of 3 WHITE Framed Painting,UV Textured Art Prints (9 x 11 inch)"
403-2110550-9361946,2025-07-13T13:43:06Z,210.71,25.29,0,0,236,210.71,25.29,1,Closed,Shipped,2025-07-15T09:32:50.673Z,"Kotart Botanical Wall Art Painting | Wall Frames For Home Décor Office Living Room | Poster With Frame Wall Decoration Painting | Premium Art Framed Wall Painting For Home Décor | Set of 2 ( 8X8 inch ), Framed)"
403-8061561-0625925,2025-07-12T08:32:40Z,142.37,25.63,0,0,168,142.37,25.63,1,Closed,Shipped,2025-07-13T05:36:37.839Z,Raxon Innovation (Size-36 Inches) (Pack of 3) Door Dust Stopper and Door Bottom Sealing Strip (Color-Brown)
403-4429911-1713164,2025-07-12T08:29:32Z,14.35,0,0,0,14.35,14.35,0,1,Closed,Shipped,2025-07-12T08:30:45.795Z,Amazon Pay balance: Credits
403-8634912-6205153,2025-07-12T08:27:23Z,840.68,151.32,0,0,992,840.68,151.32,1,Closed,Shipped,2025-07-13T08:29:00.401Z,Indulekha Bringha Shampoo 1L|| Proprietary Ayurvedic Medicine for Hairfall|| 1L
403-3815325-7557925,2025-07-12T03:55:46Z,332.38,16.62,0,-17.45',336.55,332.38,16.62,1,Closed,Shipped,2025-07-12T08:15:00.005Z,Max Women's Cambric Regular Regular Fit Kurta (TESKSU24NI_Indigo_S
403-4266726-9713123,2025-07-09T05:50:13Z,170,0,0,-8.5',161.5,170,0,1,Closed,Shipped,2025-07-09T09:37:09.650Z,"Quickshines Screen Cleaner Spray, 200ml, Streak-Free Cleaning for Screens, Phones, Laptops, Glasses and Camera Lens"
402-2496180-8540310,2025-07-08T21:05:12.956Z,570,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,"The Derma Co 1% Hyaluronic Sunscreen Aqua Gel SPF 50 PA++++ I For Oily, Dry, Acne-prone Skin | Ultra Lightweight Texture I Non-Greasy, No White Cast | Broad Spectrum Protection & Blue Light Protection | For Men & Women | 80 g"
403-0947505-6013922,2025-07-08T09:10:13Z,341.9,17.1,0,0,360.95,341.9,17.1,1,Closed,Shipped,2025-07-09T07:10:10.760Z,Max Women's Cotton Regular Kurta (PAPKFE24LE_Indigo
403-4547317-3398747,2025-07-08T09:10:13Z,532.38,26.62,0,0,562.05,532.38,26.62,1,Closed,Shipped,2025-07-08T18:04:13.190Z,Max Women's Cotton Blend Regular Kurta (PAWWSU24IN_Blue_XL
403-5599774-3934753,2025-07-08T03:06:21Z,799,0,0,0,799,799,0,1,Closed,Shipped,2025-07-08T03:06:46.702Z,Mobile Prepaid Recharge
403-6104098-9223534,2025-07-06T07:59:21Z,300.9,36.1,0,0,340.15,300.9,36.1,1,Closed,Shipped,2025-07-07T16:45:36.438Z,"Kesh King Organic Onion Shampoo With Curry Leaves Reduces Hair Fall Upto 98%,Keeps Hairs Smooth Upto 48Hrs - 600Ml,625 Grams"
403-1492504-2258723,2025-07-06T07:59:21Z,168.64,30.36,0,0,200.85,168.64,30.36,1,Closed,Shipped,2025-07-07T08:38:20.917Z,Dharamchand Ayurvedic centre Alum Stone Bar 400g Natural Fitkari Stone for Skin Tightening & Water Purification | Crystal White Alum Bar for Underarms & Shaving | Gentle & Effective Pack of 100g x 4
406-8884090-8432313,2025-07-06T04:31:16Z,981.9,49.1,0,0,"1,037.60","1,477.14",73.86,1,Closed,Shipped,2025-07-06T09:00:11.620Z,"Tata Sampann Pure Cashews Whole, Kaju, 1 Kg, Nutritious & Delicious, Premium Kaju Nuts, Rich In Protein, Magnesium & Phosphorus, Deluxe Size & Crunchy Nuts"
406-8884090-8432313,2025-07-06T04:31:16Z,247.62,12.38,0,0,523.4,"1,477.14",73.86,2,Closed,Shipped,2025-07-06T09:00:11.620Z,"Conscious Food Natural Raw Sugar | 2 Kg | Unrefined & Unprocessed Raw Sugar | Khandsari, Desi Khand"
403-5882574-7242765,2025-07-05T16:52:38Z,114.29,5.71,56,-2.4',175.45,114.29,5.71,1,Closed,Shipped,2025-07-06T10:18:23.826Z,"Florecer Amla Reetha Shikakai, Bhringraj and Hibiscus Powder for Hair (Pack of 5, 50g each, Total 250g Pack), All, 5 Count"
403-2386361-1792313,2025-07-05T16:52:38Z,141.9,7.1,0,-2.98',298.17,283.8,14.2,2,Closed,Shipped,2025-07-06T03:32:35.890Z,"Baidyanath Asli Ayurved Bhringrajasava 450 ml Syrup |Made with Natural Ayurvedic Ingredients for Hair, Liver, Cough Health and Blood Purifer"
403-5228734-4486748,2025-07-04T06:01:30.146Z,51,0,0,0,0,Not Available,Not Available,0,Cancelled,Not Available,Not Available,Mobile Prepaid Recharge
403-8047966-4737161,2025-06-30T13:22:56Z,133.47,24.03,0,0,315,266.94,48.06,2,Closed,Shipped,2025-06-30T20:02:33.412Z,Plum Bulgarian Valley Rose Water Face Toner | for Oily Acne Prone Dry Combination Skin | with Hyaluronic Acid | Hydrating & Pores Tightening | Balances pH Levels | Alcohol-Free | Women & Men | 100ml
